tissue	ensembl	gene_symbol	clust
BLOOD	ENSG00000255337	RP11-315O6.1	85
BLOOD	ENSG00000273216	AC002059.10	85
BLOOD	ENSG00000259305	ZHX1-C8orf76	85
BLOOD	ENSG00000261889	RP11-473M20.16	85
BLOOD	ENSG00000262873	CTD-2561B21.11	85
BLOOD	ENSG00000253590	IGLV3-13	85
BLOOD	ENSG00000211855	TRAJ34	85
BLOOD	ENSG00000198064	RP11-347C12.1	85
BLOOD	ENSG00000260448	LCMT1-AS1	85
BLOOD	ENSG00000211813	TRAV34	85
BLOOD	ENSG00000280216	RP3-333H23.9	85
BLOOD	ENSG00000154485	MMP21	85
BLOOD	ENSG00000258940	RP11-407N17.5	85
BLOOD	ENSG00000199082	MIR342	85
BLOOD	ENSG00000211872	TRAJ17	85
BLOOD	ENSG00000144852	NR1I2	85
BLOOD	ENSG00000272755	RP11-326G21.1	85
BLOOD	ENSG00000227135	GCSAML-AS1	85
BLOOD	ENSG00000274134	MIR6774	85
BLOOD	ENSG00000234130	RP13-88F20.1	85
BLOOD	ENSG00000256742	RP13-941N14.1	85
BLOOD	ENSG00000118156	ZNF541	85
BLOOD	ENSG00000249141	RP11-514O12.4	85
BLOOD	ENSG00000227183	HDGFP1	85
BLOOD	ENSG00000214121	PRDX1P1	85
BLOOD	ENSG00000281147	SNORD50A	85
BLOOD	ENSG00000232774	FLJ22447	85
BLOOD	ENSG00000272483	RP11-169K17.3	85
BLOOD	ENSG00000159648	TEPP	85
BLOOD	ENSG00000263417	GTSCR1	85
BLOOD	ENSG00000282199	RP11-527L4.5	85
BLOOD	ENSG00000242551	POU5F1P6	85
BLOOD	ENSG00000227963	RP5-1074L1.1	85
BLOOD	ENSG00000227145	IL21-AS1	85
BLOOD	ENSG00000249988	RP11-669M16.1	85
BLOOD	ENSG00000205832	C16orf96	85
BLOOD	ENSG00000224565	RP1-148H17.1	85
BLOOD	ENSG00000229162	RP11-84D1.1	85
BLOOD	ENSG00000276250	CTD-2349P21.12	85
BLOOD	ENSG00000213080	RP11-312J18.5	85
BLOOD	ENSG00000241525	AC108004.3	85
BLOOD	ENSG00000256574	OR13A1	85
BLOOD	ENSG00000215475	SIAH3	85
BLOOD	ENSG00000276712	MIR7111	85
BLOOD	ENSG00000221535	AC027319.1	85
BLOOD	ENSG00000264954	PRR29-AS1	85
BLOOD	ENSG00000222375	RN7SKP127	85
BLOOD	ENSG00000232884	AF127936.3	85
BLOOD	ENSG00000271938	RP11-589C21.6	85
BLOOD	ENSG00000276381	Z98750.1	85
BLOOD	ENSG00000241134	BET1P1	85
BLOOD	ENSG00000236953	ZDHHC20-IT1	85
BLOOD	ENSG00000251637	RP11-119D9.1	85
BLOOD	ENSG00000276476	LINC00540	85
BLOOD	ENSG00000228124	RP1-122O8.7	85
BLOOD	ENSG00000232850	PTGES2-AS1	85
BLOOD	ENSG00000268520	CTD-2616J11.10	85
BLOOD	ENSG00000233101	HOXB-AS3	85
BLOOD	ENSG00000267128	RP11-449J21.5	85
BLOOD	ENSG00000261671	RP11-573G6.6	85
BLOOD	ENSG00000273001	RP11-118K6.3	85
BLOOD	ENSG00000124196	GTSF1L	85
BLOOD	ENSG00000233922	AL133493.2	85
BLOOD	ENSG00000204860	FAM201A	85
BLOOD	ENSG00000273145	CITF22-92A6.1	85
BLOOD	ENSG00000278965	RP11-39H3.2	85
BLOOD	ENSG00000087128	TMPRSS11E	85
BLOOD	ENSG00000064489	BORCS8-MEF2B	85
BLOOD	ENSG00000021488	SLC7A9	85
BLOOD	ENSG00000131686	CA6	85
BLOOD	ENSG00000111732	AICDA	85
BLOOD	ENSG00000231079	AC105402.4	85
BLOOD	ENSG00000271757	RP11-111M22.5	85
BLOOD	ENSG00000238649	SNORD42A	85
BLOOD	ENSG00000260302	RP11-973H7.1	85
BLOOD	ENSG00000165621	OXGR1	85
BLOOD	ENSG00000258702	RP11-433J8.1	85
BLOOD	ENSG00000244198	RP4-545C24.1	85
BLOOD	ENSG00000207525	Y_RNA	85
BLOOD	ENSG00000160963	COL26A1	85
BLOOD	ENSG00000263823	RP11-326K13.4	85
BLOOD	ENSG00000235052	RP1-150O5.3	85
BLOOD	ENSG00000274214	RP11-757O6.6	85
BLOOD	ENSG00000271046	RP11-138I18.2	85
BLOOD	ENSG00000220472	RP11-69L16.5	85
BLOOD	ENSG00000277232	GTSE1-AS1	85
BLOOD	ENSG00000267226	RP11-126O1.5	85
BLOOD	ENSG00000278396	RP11-120E11.2	85
BLOOD	ENSG00000111012	CYP27B1	85
BLOOD	ENSG00000272931	RP5-943J3.2	85
BLOOD	ENSG00000187870	RNFT1P3	85
BLOOD	ENSG00000117601	SERPINC1	85
BLOOD	ENSG00000229195	AC009495.4	85
BLOOD	ENSG00000253506	NACA2	85
BLOOD	ENSG00000154316	TDH	85
BLOOD	ENSG00000231699	AC020550.7	85
BLOOD	ENSG00000247363	RP11-637A17.2	85
BLOOD	ENSG00000259793	RP11-400N9.1	85
BLOOD	ENSG00000228265	RALY-AS1	85
BLOOD	ENSG00000144045	DQX1	85
BLOOD	ENSG00000163009	C2orf48	85
BLOOD	ENSG00000280439	RP4-568B10.1	85
BLOOD	ENSG00000177197	PCNPP5	85
BLOOD	ENSG00000269397	CTB-92J24.2	85
BLOOD	ENSG00000177590	GIMAP3P	85
BLOOD	ENSG00000211888	TRAJ1	85
BLOOD	ENSG00000272764	RP11-318E3.9	85
BLOOD	ENSG00000260588	RP11-930P14.2	85
BLOOD	ENSG00000275409	RP11-131L12.4	85
BLOOD	ENSG00000005001	PRSS22	85
BLOOD	ENSG00000256234	RP11-283G6.4	85
BLOOD	ENSG00000258511	RP11-61O1.2	85
BLOOD	ENSG00000279561	RP11-4L24.4	85
BLOOD	ENSG00000154319	FAM167A	85
BLOOD	ENSG00000236519	LINC01424	85
BLOOD	ENSG00000144550	CPNE9	85
BLOOD	ENSG00000272656	RP11-219D15.3	85
BLOOD	ENSG00000273973	RP11-973D8.5	85
BLOOD	ENSG00000071909	MYO3B	85
BLOOD	ENSG00000213471	TTLL13P	85
BLOOD	ENSG00000105479	CCDC114	85
BLOOD	ENSG00000196132	MYT1	85
BLOOD	ENSG00000261000	RP11-534L20.5	85
BLOOD	ENSG00000245261	RP3-330M21.5	85
BLOOD	ENSG00000226009	KCNIP2-AS1	85
BLOOD	ENSG00000274751	LA16c-358B7.4	85
BLOOD	ENSG00000272791	RP11-464F9.22	85
BLOOD	ENSG00000270720	RP11-84C13.2	85
BLOOD	ENSG00000227508	LINC01624	85
BLOOD	ENSG00000204930	FAM221B	85
BLOOD	ENSG00000158525	CPA5	85
BLOOD	ENSG00000250673	RP11-6L6.2	85
BLOOD	ENSG00000152705	CATSPER3	85
BLOOD	ENSG00000271947	RP11-439M11.1	85
BLOOD	ENSG00000115009	CCL20	85
BLOOD	ENSG00000164845	FAM86FP	85
BLOOD	ENSG00000131400	NAPSA	85
BLOOD	ENSG00000183150	GPR19	85
BLOOD	ENSG00000228705	LINC00659	85
BLOOD	ENSG00000231563	RP11-245P10.4	85
BLOOD	ENSG00000269947	RP11-849F2.9	85
BLOOD	ENSG00000228314	CYP4F29P	85
BLOOD	ENSG00000233435	AGGF1P2	85
BLOOD	ENSG00000168811	IL12A	85
BLOOD	ENSG00000280107	AL022393.9	85
BLOOD	ENSG00000232208	RP3-477M7.5	85
BLOOD	ENSG00000184385	UMODL1-AS1	85
BLOOD	ENSG00000158113	LRRC43	85
BLOOD	ENSG00000249203	RP11-473L15.3	85
BLOOD	ENSG00000177138	FAM9B	85
BLOOD	ENSG00000213290	PGK1P2	85
BLOOD	ENSG00000224261	RPSAP18	85
BLOOD	ENSG00000278916	CEP83-AS1	85
BLOOD	ENSG00000265452	MIR3682	85
BLOOD	ENSG00000278627	RP11-506H21.5	85
BLOOD	ENSG00000172867	KRT2	85
BLOOD	ENSG00000173838	MARCH10	85
BLOOD	ENSG00000259015	RP11-109N23.6	85
BLOOD	ENSG00000242876	RN7SL812P	85
BLOOD	ENSG00000262497	FAM187B2P	85
BLOOD	ENSG00000118990	GLRXP3	85
BLOOD	ENSG00000212296	SNORD72	85
BLOOD	ENSG00000249806	RP11-223C24.1	85
BLOOD	ENSG00000228315	GUSBP11	85
BLOOD	ENSG00000272097	RP11-421M1.8	85
BLOOD	ENSG00000251381	LINC00958	85
BLOOD	ENSG00000278661	TRAJ37	85
BLOOD	ENSG00000250948	RP11-1079K10.2	85
BLOOD	ENSG00000235330	RPL12P25	85
BLOOD	ENSG00000184100	BRD7P2	85
BLOOD	ENSG00000275703	U47924.32	85
BLOOD	ENSG00000267277	CTD-2342J14.6	85
BLOOD	ENSG00000254851	RP11-109L13.1	85
BLOOD	ENSG00000234694	RP1-92O14.3	85
BLOOD	ENSG00000241333	RN7SL385P	85
BLOOD	ENSG00000180422	LINC00304	85
BLOOD	ENSG00000230918	AC008063.2	85
BLOOD	ENSG00000258732	RP11-603B24.1	85
BLOOD	ENSG00000280730	AC090181.1	85
BLOOD	ENSG00000236297	RP11-175P19.2	85
BLOOD	ENSG00000196433	ASMT	85
BLOOD	ENSG00000237429	RP1-159A19.4	85
BLOOD	ENSG00000261097	LINC00563	85
BLOOD	ENSG00000232412	RP1-315G1.3	85
BLOOD	ENSG00000229727	AC013460.1	85
BLOOD	ENSG00000204110	RP1-153P14.8	85
BLOOD	ENSG00000110881	ASIC1	85
BLOOD	ENSG00000279031	LA16c-360H6.1	85
BLOOD	ENSG00000260806	RP11-872J21.3	85
BLOOD	ENSG00000272844	RP11-484K9.4	85
BLOOD	ENSG00000183281	PLGLB1	85
BLOOD	ENSG00000147003	TMEM27	85
BLOOD	ENSG00000276747	PADI6	85
BLOOD	ENSG00000281831	HCP5B	85
BLOOD	ENSG00000187944	C2orf66	85
BLOOD	ENSG00000234622	RP13-297E16.5	85
BLOOD	ENSG00000275645	RP11-817O13.9	85
BLOOD	ENSG00000218357	LL22NC03-75H12.2	85
BLOOD	ENSG00000171517	LPAR3	85
BLOOD	ENSG00000116031	CD207	85
BLOOD	ENSG00000200834	Y_RNA	85
BLOOD	ENSG00000259781	RP11-673C5.1	85
BLOOD	ENSG00000278504	UPF3BP2	85
BLOOD	ENSG00000240392	RPL9P3	85
BLOOD	ENSG00000264659	CTD-2006K23.2	85
BLOOD	ENSG00000277425	RP5-1116H23.3	85
BLOOD	ENSG00000175985	PLEKHD1	85
BLOOD	ENSG00000211717	TRBV10-1	85
BLOOD	ENSG00000227295	ELL2P1	85
BLOOD	ENSG00000274961	RP3-492J12.2	85
BLOOD	ENSG00000227920	RP1-153P14.5	85
BLOOD	ENSG00000256084	RP11-134N1.2	85
BLOOD	ENSG00000273837	LLNLR-470E3.1	85
BLOOD	ENSG00000230825	AC005532.5	85
BLOOD	ENSG00000225675	RP4-784A16.5	85
BLOOD	ENSG00000260273	RP11-425D10.10	85
BLOOD	ENSG00000267260	CTD-2162K18.4	85
BLOOD	ENSG00000236439	RP11-175B9.3	85
BLOOD	ENSG00000215481	BCRP3	85
BLOOD	ENSG00000236403	RP11-447M12.2	85
BLOOD	ENSG00000271936	RP11-443B20.1	85
BLOOD	ENSG00000165061	ZMAT4	85
BLOOD	ENSG00000239736	CEACAMP3	85
BLOOD	ENSG00000008056	SYN1	85
BLOOD	ENSG00000228218	ATF4P3	85
BLOOD	ENSG00000274918	RP11-54G14.1	85
BLOOD	ENSG00000175779	C15orf53	85
BLOOD	ENSG00000249601	LINC01187	85
BLOOD	ENSG00000175773	RP11-121M22.1	85
BLOOD	ENSG00000231767	RP11-92K2.2	85
BLOOD	ENSG00000282431	TRBD1	85
BLOOD	ENSG00000105641	SLC5A5	85
BLOOD	ENSG00000253392	AC006277.2	85
BLOOD	ENSG00000244063	AC024704.2	85
BLOOD	ENSG00000204850	CTB-158D10.3	85
BLOOD	ENSG00000267736	HMGB2P1	85
BLOOD	ENSG00000269653	CTB-102L5.7	85
BLOOD	ENSG00000225131	PSME2P2	85
BLOOD	ENSG00000278266	RP11-575F12.3	85
BLOOD	ENSG00000240770	C21orf91-OT1	85
BLOOD	ENSG00000205663	RP11-706O15.5	85
BLOOD	ENSG00000039600	SOX30	85
BLOOD	ENSG00000134193	REG4	85
BLOOD	ENSG00000267681	CTD-3199J23.6	85
BLOOD	ENSG00000225489	RP11-390F4.3	85
BLOOD	ENSG00000253291	TRBV7-7	85
BLOOD	ENSG00000246214	RP11-260E18.1	85
BLOOD	ENSG00000273026	RP11-422P24.10	85
BLOOD	ENSG00000244363	RPL7P23	85
BLOOD	ENSG00000260190	RP11-229P13.25	85
BLOOD	ENSG00000171084	FAM86JP	85
BLOOD	ENSG00000230359	TPI1P2	85
BLOOD	ENSG00000200769	Y_RNA	85
BLOOD	ENSG00000207297	SNORD7	85
BLOOD	ENSG00000230202	RP11-632C17__A.1	85
BLOOD	ENSG00000231940	RPS7P3	85
BLOOD	ENSG00000157315	TMED6	85
BLOOD	ENSG00000132698	RAB25	85
BLOOD	ENSG00000089199	CHGB	85
BLOOD	ENSG00000203756	TMEM244	85
BLOOD	ENSG00000237980	RP11-338C15.3	85
BLOOD	ENSG00000205755	CRLF2	85
BLOOD	ENSG00000126010	GRPR	85
BLOOD	ENSG00000272564	RP11-548P2.2	85
BLOOD	ENSG00000175874	CREG2	85
BLOOD	ENSG00000272186	RP11-110I1.13	85
